UNIQ_ID,PARENT,FCODE,USG_GROUP,USG_CODE,USG_SP_NAM,USG_SP_NM_,USG_PRIORI,BLDG_ID,CMPLX_ID,CMLX_FCD,E_ORD,N_ORD,DATA_YEAR,PRDCT_VER
"53952445","0","223","20","5521",בית כנסת - שערי רחמים,Sha'are Rahamim Synagogue,"1","64916766","0","0",193453.54482700001,691207.16039400001,"0",
"53951985","0","223","20","5521",בית כנסת - בית ראובן,,"1","52125463","0","0",186834.02662700001,692487.52349399996,"0",
"53952034","0","223","20","5521",בית כנסת - מורשת אבות,,"2","52035000","0","0",186585.04772700000,693539.72609400004,"0",
"53952099","0","223","20","5521",בית כנסת - מנין חניכי הישיבו,,"2","52016140","0","0",186955.81452700001,692402.51509400003,"0",
"53995421","0","223","20","5521",בית כנסת - גינת אגוז,,"1","64748695","0","0",186698.29212699999,690972.68419399997,"0",
"53995477","0","223","20","5521",בית כנסת - זכור לדוד,,"1","53246629","0","0",186965.16242700000,692540.06129400001,"0",
"53994600","0","223","20","5521",בית כנסת - הבוכרים,,"1","52124478","0","0",186571.21452700000,689390.54669400002,"0",
"54003573","0","223","20","5521",בית כנסת - אחוות שלום,,"1","52544478","0","0",161161.01412700000,619764.06469399994,"0",
"54003590","0","223","20","5521",בית כנסת - שחר היובל,,"1","52281432","0","0",183950.10172700000,644016.76659400004,"0",
"54001783","0","223","20","5521",בית כנסת - עולי בוקובינה,,"1","52276718","0","0",180544.74242699999,651927.66609399999,"0",
"54001786","0","223","20","5501","מקווה - הבעש""ט",,"1","53000648","0","0",191719.92082699999,664260.13459399994,"0",
"54011213","0","223","20","5501","חב""ד",Chabad,"1","52141399","0","0",186229.69532699999,692522.27609399997,"0",
"53952980","0","223","20","5521",בית כנסת - רבי דוד,,"1","53265377","0","0",185908.33352700001,687679.84759400005,"0",
"53953249","0","223","20","5521",בית כנסת - ישיבת מאיר יעקב,,"2","52152729","0","0",187337.05362699999,692149.44419399998,"2014",2015-07
"54018802","0","223","20","5521",בית כנסת - שבת אחים,Shevet Ahim Synagogue,"1","52090998","0","0",189198.70552700001,687111.59629400005,"0",
"54021735","0","223","20","5521",בית כנסת - אוהל יצחק,Ohel Yits'hak Synagogue,"1","52533001","0","0",184044.26682700001,656676.25039399997,"0",
"54001288","0","223","20","5521",בית כנסת - לעולי תורכיה שבת,,"1","52527166","0","0",180180.30542700001,654456.51729400002,"0",
"53952585","0","223","20","5521",בית כנסת - סניף אור התורה וה,,"2","52218188","0","0",189429.32252700001,691300.01069400006,"0",
"53952673","0","223","20","5501",מקווה,Mikve (Ritual Bath),"2","64756618","0","0",188812.36212700000,691196.41919399996,"0",
"53952738","0","223","20","5521",בית כנסת - אבל שרה,,"1","51893107","0","0",188088.72262700001,694231.47019400005,"0",
"54012039","0","223","20","5501",מקווה,Mikve (Ritual Bath),"2","52200232","0","0",186725.05382700000,687852.67129400000,"0",
"54012042","0","223","20","5521",בית כנסת - רבי יהודה הלוי,,"1","52181980","0","0",189431.21692700000,691462.34559399995,"0",
"53993398","0","223","20","5521","בית כנסת - חב""ד",Chabad Synagogue,"2","52070926","0","0",191846.41292700000,686672.90969400003,"0",
"53993539","0","223","20","5521",בית כנסת - תפארת נתניה,,"2","52140849","0","0",187105.95112700001,692332.69269399997,"0",
"54001913","0","223","20","5521","בית כנסת - בית מדרש האר""י",,"1","53116673","0","0",186317.18412699999,675908.30669400003,"0",
"54022179","0","223","20","5521",בית כנסת - אור שמואל,,"1","52792660","0","0",162817.86732700001,579866.01249400002,"0",
"54021805","0","223","20","5503",עמותת אל אקס,,"2","51898131","0","0",214536.32992700001,714634.45619399997,"0",
"54001314","0","223","20","5521","בית כנסת - לעולי תורכיה ע""ש א",,"1","52181321","0","0",194500.54822699999,676685.18339400005,"0",
"53956545","0","223","20","5521",בית כנסת - שבת אחים,Shevet Ahim Synagogue,"1","52140739","0","0",186644.03792700000,687343.11969399999,"0",
"54002108","0","223","20","5521",בית כנסת - גבעות מורדכי,,"1","53420866","0","0",161033.46692700000,603503.00249400001,"0",
"54022226","0","223","20","5521",בית כנסת - משכן אברהם,,"2","52683981","0","0",198156.10512699999,627734.15569399996,"0",
"54001938","0","223","20","5521",בית כנסת - בית אליעזר ושמחה,,"2","52494070","0","0",168566.76842700000,633365.79489400005,"0",
"54021765","0","223","20","5521",בית כנסת - תפארת ישראל,Tif'eret Yisra'el Synagogue,"1","52743404","0","0",178087.31672700000,613782.74509400001,"0",
"54001126","0","223","20","5521",בית כנסת - אליהו הנביא,,"1","52949131","0","0",180356.45202699999,572824.09299399995,"0",
"54001128","0","223","20","5521","בית כנסת - חב""ד",Chabad Synagogue,"1","52582161","54448254","252",177613.44162699999,613352.31779400003,"0",
"54001129","0","223","20","5521",בית כנסת - בן נון,,"1","65274346","0","0",161139.08302699999,603584.40679399995,"0",
"54001461","0","223","20","5521",בית כנסת - יהודה וישראל,,"1","51817646","0","0",207725.73852700001,748126.43989399995,"0",
"54021839","0","223","20","5521",בית כנסת - בית אל,Bet El Synagogue,"1","51841428","0","0",210924.18832700001,745840.93159399997,"0",
"54001475","0","223","20","5521",בית כנסת - מה טובו אהליך ישר,,"1","51666732","0","0",191465.15862700000,713180.72689399996,"0",
"54022154","0","223","20","5521",בית כנסת - תפארת ישראל,Tif'eret Yisra'el Synagogue,"1","52161630","0","0",192388.75272700001,673560.06849400001,"0",
"54001799","0","223","20","5521","בית כנסת - ע""ש שלמה בן יוסף",,"1","52401375","0","0",190904.12412699999,664381.92589399999,"0",
"64763429","53955946","223","20","5521",בית כנסת - תפילה למשה,Tefilla LeMoshe Synagogue,"1","52138014","0","0",191922.16252700001,689404.27249400003,"0",
"53955947","0","223","20","5521",בית כנסת - תפארת ישראל,Tif'eret Yisra'el Synagogue,"1","53267654","0","0",186950.97032699999,689447.11589400005,"0",
"53955998","0","223","20","5521",בית כנסת - אור חיים,,"1","52154959","0","0",189089.90492700000,687434.52299400000,"0",
"53956097","0","223","20","5521","בית כנסת - ישיבת נר האר""י הקד",,"1","52166749","0","0",186600.24312699999,689729.34179400001,"0",
"64763431","53956171","223","20","5521",בית כנסת - עץ חיים,Ets Hayyim Synagogue,"1","53265250","0","0",186552.22032699999,687589.64109399996,"0",
"53956327","0","223","20","5521",בית כנסת - שלום בלולו,,"1","53011746","0","0",192103.20322699999,686400.28149400000,"0",
"54012401","0","223","20","5521","בית כנסת - מרכז קהילתי ע""ש גו",,"2","52019510","0","0",186347.12402700001,693355.68719400000,"0",
"54002147","0","223","20","5501",מקווה - שכונת הדקל,,"1","52732940","0","0",210556.89172700001,622456.63409399998,"0",
"54002151","0","223","20","5521",בית כנסת,Synagogue,"1","52358116","0","0",179946.19032699999,643982.90689400001,"0",
"54002161","0","223","20","5521",בית כנסת - דגל ירושלים,,"1","52651395","0","0",220314.15762700001,632691.86769400002,"0",
"54002162","0","223","20","5521",בית כנסת - אוהל יעקב,Ohel Ya'akov Synagogue,"1","52509751","0","0",183289.34562700000,640669.04749400006,"0",
"54002163","0","223","20","5521",בית כנסת - נטעי ישראל,,"1","53177804","0","0",160336.58332700000,592671.38929399999,"0",
"54022234","0","223","20","5521",בית כנסת - מתן,,"1","52044540","0","0",197817.50462699999,673675.99329400004,"0",
"54001146","0","223","20","5521",בית כנסת - גאולה,Ge'ula Synagogue,"1","52953152","54452074","252",179096.91622700001,573414.98009400000,"0",
"54000180","0","223","20","5521",בית כנסת - היכל יצחק,,"2","52646586","0","0",166385.19622700001,631655.47909399995,"0",
"54000186","0","223","20","5521",בית כנסת - אור משה,,"2","53079135","0","0",184952.98082699999,669329.42449400004,"0",
"54001807","0","223","20","5521",בית כנסת - מקור חיים,Mekor Hayyim Synagogue,"1","52425040","0","0",190523.49472700001,671867.96179400000,"0",
"54022156","0","223","20","5525",מנזר - יווני אורתודוקסי,,"1","51662609","0","0",221775.10832699999,631675.34999400005,"0",
"54001813","0","223","20","5501",מקווה - נאות יצחק,,"2","52502325","0","0",189799.60442700001,649047.23339399998,"0",
"54021741","0","223","20","5521",בית כנסת - אור חיים,,"1","53070802","0","0",202915.48692699999,552748.39689400000,"0",
"53957915","0","223","20","5521",בית כנסת - שערי ציון,Sha'are Tsiyyon Synagogue,"1","52097236","0","0",191998.08672699999,690083.07579399995,"0",
"53958086","0","223","20","5521",בית כנסת - עזרת אחים,,"1","53289753","0","0",186732.46842700001,691417.19679399999,"0",
"53957052","0","223","20","5521",בית כנסת - שבזי,,"1","52134074","0","0",189169.80762700000,687414.26089399995,"0",
"53957095","0","223","20","5521",בית כנסת - שם לשמעון,,"2","53445949","0","0",186066.95172700001,692610.04809399997,"0",
"53957325","0","223","20","5521",בית כנסת - על שם שמחון,,"1","52106723","0","0",189699.24122699999,685295.88009400002,"0",
"54014003","0","223","20","5521",בית כנסת - בית אל,Bet El Synagogue,"1","52100455","0","0",192658.97452700001,685017.21639399999,"0",
"53969289","0","223","20","5521",בית כנסת - ישראל הצעיר,,"2","53268275","0","0",186901.13362700000,692187.85249399999,"0",
"54002173","0","223","20","5521",בית כנסת - עוזיאל בן יהודה,,"1","52568883","0","0",181996.98352700000,648928.14319400000,"0",
"54002176","0","223","20","5521",בית כנסת - עזרת חיים,,"1","52691878","0","0",199511.24402700001,624792.09629400005,"0",
"54002181","0","223","20","5521",בית כנסת - יוסף המערבי,,"1","52202667","0","0",187782.02302699999,647501.94569399999,"0",
"54002184","0","223","20","5521",בית כנסת - מנין הצעירים רמת,,"2","52602184","54449410","252",177486.46672699999,657481.52419400006,"0",
"54002186","0","223","20","5521",בית כנסת - מורשת אבות,,"2","52261585","0","0",177463.18072700000,657591.37669399998,"0",
"54022240","0","223","20","5521",בית כנסת,Synagogue,"1","53046365","0","0",171601.25072700001,634727.58199400001,"0",
"54002193","0","223","20","5521",בית כנסת - המרכזי שבזי,,"1","52248537","0","0",179860.84492700000,646645.13829399995,"2014",2015-07
"54002194","0","223","20","5501",מקווה - מצפה נבו,,"1","52494533","0","0",228740.39842700001,633513.07849400002,"0",
"54002204","0","223","20","5521",בית כנסת - בית יהודה,,"1","53111634","0","0",218539.57102700000,632394.63399400003,"0",
"54021743","0","223","20","5525",הכנסיה - האוונגליסטית הבינל,,"1","52646895","54451490","255",220749.26692699999,632410.50169399998,"0",
"54001040","0","223","20","5521",בית כנסת - מרכזי נווה חורש,,"1","53031269","0","0",203917.85852700000,554399.74319399998,"0",
"54001327","0","223","20","5521",בית כנסת - פרס נובל,,"1","52454849","0","0",177780.28772699999,652764.50119400001,"0",
"54022245","0","223","20","5521",בית כנסת - קהילת מגן יעקוב,,"1","53390386","0","0",185576.41372700001,575683.70629400003,"0",
"54002223","0","223","20","5501",מקווה נשים - מי נחת,,"1","52285082","0","0",183581.57642699999,666269.35369400005,"0",
"54002232","0","223","20","5521",בית כנסת - בני הישיבות,,"1","52583675","0","0",209668.36042700001,634528.98009400000,"0",
"54002238","0","223","20","5521",בית כנסת - נצח מנשה,,"1","52650785","0","0",198792.72092699999,627482.90489400004,"0",
"54001664","0","223","20","5521",בית כנסת - הספרדי תפילת משה,,"1","52393053","0","0",224804.20052700001,663982.00569400005,"0",
"54001665","0","223","20","5521",בית כנסת - אחדות,,"1","52574234","0","0",184048.33312699999,651049.35939400003,"0",
"54001668","0","223","20","5521",בית כנסת - תפארת שעריה,,"1","52478262","0","0",190223.21162700001,664318.19009399996,"0",
"54001961","0","223","20","5521",בית כנסת - בית אל,Bet El Synagogue,"1","52313215","0","0",191884.28512700001,676572.72829400003,"0",
"54002436","0","223","20","5521",בית כנסת - מגדל עוז,Migdal Oz Synagogue,"1","53335578","0","0",180317.87722699999,654090.45309400000,"0",
"53975277","0","223","20","5521",בית כנסת - תפארת בחורים,Tif'eret Bahurim Synagogue,"1","52079378","0","0",192355.84962699999,685308.59009399998,"0",
"53976903","0","223","20","5521",בית כנסת - יד לגיבורים,,"2","52252607","0","0",186977.76462700000,692575.64999399998,"2014",2015-07
"54016890","0","223","20","5521",בית כנסת - היכל שלמה,Hekhal Shlomo Synagogue,"2","52166749","0","0",186602.04372700001,689738.95079399995,"0",
"53976480","0","223","20","5521",בית כנסת - אגודת אחים,,"1","52171096","0","0",185978.54382699999,691861.73509400000,"0",
"53976550","0","223","20","5521",בית כנסת - מקדש אלעזר,,"2","52142813","0","0",186526.46002699999,687352.10569400003,"0",
"54002256","0","223","20","5521",בית כנסת - אוהל משה,Ohel Moshe Synagogue,"1","64907146","0","0",180490.76082699999,658103.57369400002,"0",
"54002257","0","223","20","5521",בית כנסת - אוהל אהרון,,"1","52650049","0","0",216747.28272700001,632708.31359399995,"0",
"54002308","0","223","20","5521",בית כנסת - אהל מועד,,"1","52688010","0","0",176428.63042700000,642319.85369400005,"0",
"54002260","0","223","20","5521",בית כנסת - נעם יצחק,,"1","52740632","0","0",159003.38752700001,619565.47621400002,"0",
"54002266","0","223","20","5521",בית כנסת - אוהל אברהם,Ohel Avraham Synagogue,"1","53150445","0","0",186537.03642700001,649037.60349400004,"0",
"54022257","0","223","20","5521",בית כנסת - שמשוני,,"1","53345101","0","0",200850.42202699999,646544.94609400001,"0",
"54002274","0","223","20","5521",בית כנסת - המרכזי,,"1","52491193","0","0",228235.46802700000,631491.48099399998,"0",
"54002275","0","223","20","5521",בית כנסת - ברכת עמליה,,"1","52726933","0","0",164982.71662699999,632222.60149399994,"0",
"54021777","0","223","20","5521",בית כנסת - שמש וצדקה,,"1","52672304","0","0",220895.25732700000,632907.99109400006,"0",
"54001511","0","223","20","5521",בית כנסת - בית מתתיהו,,"1","52332726","0","0",185820.95982700001,665088.66719399998,"2017",2018-04
"54001519","0","223","20","5521",בית כנסת - שערי צדק,,"1","52206424","0","0",178725.37292699999,644404.24219400005,"0",
"54022164","0","223","20","5525",כנסיה - ארמנית,,"2","52245120","0","0",176669.76312700001,662479.63939400006,"0",
"54017095","0","223","20","5521",בית כנסת - ישורון,,"2","52099492","0","0",186746.78962699999,693114.05239400000,"2014",2015-07
"53978775","0","223","20","5521",בית כנסת - בחורי ציון,,"2","64756618","0","0",188818.24132700000,691192.58279400005,"0",
"53978969","0","223","20","5521",בית כנסת - ישמח משה,,"1","64756618","0","0",188815.87562700000,691203.69529399998,"0",
"54002279","0","223","20","5521",בית כנסת - היכל שלומי כהן,,"1","53115596","0","0",182856.16492700001,643161.73649399995,"0",
"54002298","0","223","20","5521",בית כנסת - נחום האלקושי,,"1","52283021","0","0",180181.90792699999,662341.11109400005,"0",
"54002300","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52654912","0","0",179778.42842700001,635135.73399400001,"0",
"54002303","0","223","20","5521",בית כנסת - אגודת אחים עוזיאל,,"1","52734919","0","0",158815.73122700001,618302.10929399997,"0",
"54002313","0","223","20","5521",בית כנסת - בית אהרון,,"1","52439628","0","0",168135.10202699999,634318.64509400004,"0",
"54002318","0","223","20","5521",בית כנסת - הגדול ישורון,,"1","52446325","0","0",178689.61272700000,635934.54749400006,"0",
"54001196","0","223","20","5501",מקווה - נווה מנחם,,"1","53313762","0","0",210342.87662699999,675245.36069400003,"0",
"54001335","0","223","20","5521",בית כנסת - רמה,,"1","52240855","0","0",178729.17122700001,666221.91299400001,"0",
"54021749","0","223","20","5521",בית כנסת - תפארת ישראל,Tif'eret Yisra'el Synagogue,"1","53007599","0","0",190715.85872700001,677590.24509400001,"0",
"54001061","0","223","20","5521",בית כנסת - בן פורת יוסף,,"1","52183565","0","0",195134.08342700001,691575.74429399997,"0",
"53980529","0","223","20","5521","בית כנסת - מרכז ממ""ש נתניה",,"2","52141399","0","0",186230.02512700000,692533.33329400001,"0",
"54016620","0","223","20","5521",בית כנסת - זכור יוסף,,"1","52016140","0","0",186961.50532699999,692398.82949399995,"0",
"53980648","0","223","20","5521",בית כנסת - תפארת שלום,,"1","52103661","0","0",186901.52002699999,692525.50149399997,"0",
"53981273","0","223","20","5521",בית כנסת - היכל מנחם,,"2","52252607","0","0",186999.04882699999,692645.20359399996,"2014",2015-07
"54016729","0","223","20","5521",בית כנסת - מקור בנימין,,"1","52126007","0","0",186829.71102700001,691895.25039399997,"0",
"53981001","0","223","20","5521",בית כנסת - רינת ציון,,"1","52141794","54451506","252",186777.46392700000,691864.93339400005,"0",
"54002322","0","223","20","5521",בית כנסת - עטרת שלום,,"1","53380199","0","0",200051.40072700000,624845.15369399998,"0",
"54002324","0","223","20","5521",בית כנסת - שערי רחמים ושמחה,,"1","52446391","0","0",222897.23872699999,634460.43509399996,"0",
"54022269","0","223","20","5521",בית כנסת - היכל דויד,,"1","52829877","0","0",177889.28442700001,571790.75479399995,"0",
"54002347","0","223","20","5521",בית כנסת - מעלה מיכאל,,"1","53330830","0","0",211963.50172700000,618322.51899400004,"0",
"54002349","0","223","20","5521",בית כנסת - דרכי תורה,,"1","52407971","0","0",209965.74052699999,622695.76659400004,"0",
"54002350","0","223","20","5521",בית כנסת - תוניסאי שערי רחמי,,"1","52992080","0","0",158854.21892700001,618459.97799399996,"0",
"54001677","0","223","20","5521",בית כנסת - שערי חסד,,"2","52084676","0","0",188599.81632700001,673411.90269400005,"0",
"54001695","0","223","20","5521",בית כנסת - אבן ישראל,,"1","53102062","0","0",218166.25962699999,636577.71649400005,"0",
"54001697","0","223","20","5521",בית כנסת - אדמון ספרא,,"2","52455076","0","0",195107.98722700001,656045.40069399995,"0",
"54021755","0","223","20","5521","בית כנסת - כ""ק האדמו""ר מצאנז",,"1","51878020","54449488","252",186859.42402700000,694561.57289399998,"0",
"54022297","0","223","20","5521",בית כנסת - צור ישראל,,"2","53277154","0","0",187547.59422699999,695464.89399400004,"0",
"54002460","0","223","20","5521",בית כנסת - מגן אבות,,"1","64909061","0","0",172298.55502699999,631856.02509400004,"0",
"54002464","0","223","20","5521",בית כנסת - גן נר,Gan Ner Synagogue,"2","64913971","0","0",231744.31922700000,714862.95369400003,"0",
"54002475","0","223","20","5521",בית כנסת - אוהל יצחק צבי,,"1","52426197","0","0",221389.45962700000,635067.98199400003,"0",
"53981135","0","223","20","5521",בית כנסת - רסטו לב,,"2","52125463","0","0",186823.96962700001,692482.83259400004,"0",
"53982738","0","223","20","5521","בית כנסת - ע""ש הרב הכולל סידי",,"2","64916706","0","0",186306.11472700001,693055.28899399994,"0",
"53982884","0","223","20","5521",בית כנסת - מנחת שלום,,"1","64756757","0","0",187907.33672699999,693464.02009400004,"0",
"53982296","0","223","20","5521",בית כנסת - אוהל דניאל,,"2","53125037","0","0",186020.46132700000,692465.81149400002,"0",
"53983513","0","223","20","5521",בית כנסת - בית מאיר,,"1","52059754","0","0",187487.30452700000,693676.13849399996,"0",
"54002360","0","223","20","5521",בית כנסת - שלום שבזי,Shalom Shabbazi Synagogue,"1","52278909","0","0",180828.68192700000,658265.80929400004,"0",
"54002362","0","223","20","5521",בית כנסת - גבעת הגפן,Giv'at HaGefen Synagogue,"1","53365706","0","0",214341.54722700000,618271.70409400004,"0",
"54002365","0","223","20","5521",בית כנסת - כתר שלום שבזי,,"1","52440279","0","0",166370.83762700000,634828.04179399996,"0",
"54002369","0","223","20","5521",בית כנסת - היכל לוי יצחק,,"1","52659384","0","0",220428.20822700000,633528.12829400005,"0",
"54002371","0","223","20","5521",בית כנסת - אשרי העם,,"1","52514358","65417802","252",175658.79942699999,658282.14569399995,"2018",2018-04
"54022279","0","223","20","5521",בית כנסת - שלהבת המכבים,,"1","52483585","0","0",203659.24802699999,643579.61589400005,"0",
"54002383","0","223","20","5521",בית כנסת - אהבת ישראל ויזניץ,,"1","52457211","0","0",220561.93232699999,633287.43779400003,"0",
"54002384","0","223","20","5521",בית כנסת - משכן אסתר,,"1","52460777","0","0",221124.92612700001,633868.57769399998,"0",
"54001707","0","223","20","5521",בית כנסת - שארית הפליטה,,"1","52191720","54449174","252",182281.71692700000,658793.68819400005,"0",
"54001996","0","223","20","5523",מסגד - אל אסטקאאל,,"1","51663836","0","0",200688.90932700000,746422.73109400005,"0",
"54002005","0","223","20","5500",מרכז רוחני ספרדי לנוער,,"1","52661276","0","0",176328.43152700001,626983.80059400003,"0",
"54022201","0","223","20","5521",בית כנסת - המרכזי בשיכונים,,"1","51833348","0","0",211264.90832700001,746322.63699399994,"0",
"54002014","0","223","20","5521",בית כנסת - המרכזי,,"1","51861764","0","0",200598.88462699999,713763.27609399997,"0",
"64762608","0","223","20","5521",בית כנסת - גנות הדר,,"1","64748018","0","0",190982.13382700001,691958.00559399999,"0",
"64762622","0","223","20","5521",בית כנסת - רובינשטיין,,"1","52097481","0","0",185757.63232700000,685686.99639400002,"0",
"64763259","0","223","20","5521",בית כנסת,Synagogue,"1","52896621","0","0",151614.86522700000,592509.60769400001,"0",
"65106281","64763045","223","20","5521",בית כנסת,Synagogue,"1","52936634","0","0",136871.12972699999,569282.02979399997,"2017",2018-04
"64840830","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52282282","0","0",178443.00202700001,653971.55109399999,"2013",2014-01
"64762666","0","223","20","5521",בית כנסת - תפארת ישראל,Tif'eret Yisra'el Synagogue,"1","64916700","0","0",188809.03582700001,687555.48719400004,"2014",2015-07
"64763001","0","223","20","5521",בית כנסת,Synagogue,"1","65273454","0","0",142950.82052700000,584786.58679400000,"0",
"64763126","0","223","20","5521",בית כנסת,Synagogue,"1","52767110","0","0",156263.62842699999,609078.25359400001,"0",
"64763135","0","223","20","5521",בית כנסת,Synagogue,"1","52762573","0","0",156689.31822700001,613039.23429399997,"0",
"64841004","53998925","223","20","5521",בית כנסת,Synagogue,"1","53238168","0","0",200901.24012700000,713600.92779400002,"2013",2014-01
"64762818","0","223","20","5521",בית כנסת - אמרי חיים,,"2","52029053","0","0",186861.68012700000,692246.08879399998,"2014",2015-07
"64762819","0","223","20","5521",בית כנסת - חפץ חיים,,"2","52152749","0","0",187678.81252700000,692706.89019399998,"2014",2015-07
"64762820","0","223","20","5521",בית כנסת - בית עמי,,"2","52031497","0","0",186443.95912700001,693997.60249399999,"2014",2015-07
"64762821","0","223","20","5521",בית כנסת - דביר קודשו,,"1","53099164","0","0",189130.54372700001,690063.15939399996,"0",
"64762823","0","223","20","5521",בית כנסת - מדרש אליהו,Midrash Eliyyahu Synagogue,"2","52153589","0","0",186497.88692700001,687623.82339399995,"2014",2015-07
"64762824","0","223","20","5521",בית כנסת - מרכז ברסלב,,"1","53281293","0","0",186834.75492700000,692997.17569399998,"0",
"64762826","0","223","20","5521",בית כנסת - משכנות נתניה,,"1","52133154","0","0",188570.71282700001,690757.75149399997,"0",
"64762827","0","223","20","5521",בית כנסת - נצח מרדכי,,"2","52029053","0","0",186842.30892700001,692249.31249399995,"2014",2015-07
"64762828","0","223","20","5521",בית כנסת - עילוי נשמת בננו ש,,"2","52060261","0","0",186418.17322699999,693017.29989400005,"2014",2015-07
"64762829","0","223","20","5521",בית כנסת - קהילת השרון,,"1","52165432","0","0",188066.79742700001,689879.91929400002,"0",
"64762598","0","223","20","5521",בית כנסת,Synagogue,"1","52020013","0","0",190164.49082700000,691265.49579399999,"0",
"64762830","0","223","20","5521",בית כנסת - קהילת שערים,,"2","52019874","0","0",186595.07912700000,693416.72989399999,"2014",2015-07
"64762831","0","223","20","5521",בית כנסת - שונה הלכות,,"1","52216382","0","0",186174.22042699999,692499.03279400000,"0",
"64762832","0","223","20","5521",בית כנסת - שירת עמית,,"1","53108625","0","0",185898.47052700000,687931.38219399995,"0",
"64762841","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","53047890","54456069","254",159811.63742700001,618683.13149399997,"0",
"64762849","0","223","20","5521","בית כנסת רשב""י",Rashbi Synagogue,"1","52676706","0","0",157636.47662700000,618266.72509399999,"0",
"64762850","0","223","20","5521",בית כנסת יעקוב ודוד,,"2","61238607","0","0",158673.15812700000,619111.81699399999,"2016",2017-01
"64763110","0","223","20","5521",בית כנסת ניסנית,,"1","61233861","0","0",160579.74312699999,623086.27149399999,"0",
"64763111","0","223","20","5521",בית כנסת,Synagogue,"1","61232568","0","0",158174.02492699999,619756.89639400004,"0",
"64840874","0","223","20","5521",בית כנסת,Synagogue,"1","53239229","0","0",194148.43802700000,714485.53699399997,"2013",2014-01
"54005962","0","223","20","5521",בית כנסת - מרום ציון,,"1","52658381","0","0",160463.27852699999,617867.79439399997,"0",
"54005963","0","223","20","5521",בית כנסת - מנחת שלמה,Minhat Shlomo Synagogue,"1","52703064","0","0",211742.99762700000,622766.88769400003,"0",
"54005978","0","223","20","5521",בית כנסת - משכן ברנע,,"1","52606156","0","0",159370.35312700001,621552.14699399995,"0",
"54005981","0","223","20","5521",בית כנסת - חליוה אבנר,,"1","53045990","0","0",182019.12532699999,573565.70059400005,"0",
"54005993","0","223","20","5521",בית כנסת - החדש,,"1","52489747","0","0",181721.65352699999,664339.33159399999,"0",
"65106023","0","223","20","5521",,,"1","64918469","0","0",174962.58102700001,641697.17949400004,"2014",2015-07
"54005464","0","223","20","5521",בית כנסת - בית יעקב,Bet Ya'akov  Synagogue,"1","64913677","0","0",182804.91402699999,662130.86769400002,"0",
"54005488","0","223","20","5521",בית כנסת - ברכת יצחק,,"1","52197615","0","0",187820.81022700001,677623.91629400000,"0",
"54005808","0","223","20","5521",בית כנסת - אור חדש,,"1","51711627","0","0",210497.58382699999,769993.59869400004,"0",
"54005809","0","223","20","5521",בית כנסת - עתיק,,"1","51708215","0","0",237217.15872700000,770429.62689399999,"0",
"54005810","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51714118","0","0",247006.32952699999,772934.50859400001,"0",
"54023274","0","223","20","5521",בית כנסת,Synagogue,"1","51695603","0","0",227856.30912699999,775429.07659399998,"0",
"54006823","0","223","20","5525",כנסית - אחיות הבשורה,,"1","51874699","54455769","254",226869.48802700001,733546.60919400002,"0",
"54006827","0","223","20","5521",בית כנסת - האדמורים,,"2","51897077","0","0",201146.59282699999,745237.16349399998,"0",
"53960690","0","223","20","5521",בית כנסת - סיני,,"1","52200788","0","0",180526.27442700000,658752.58469399996,"2014",2015-07
"65103962","0","223","20","5521",בעלזא מכנובקא,,"1","65075427","0","0",209765.24752700000,622985.93879399996,"2014",2015-07
"65102989","0","223","20","5500",מקוה,Mikve (Ritual Bath),"2","65075427","0","0",209766.04122700001,622988.58469399996,"2014",2015-07
"65103963","0","223","20","5521",בית כנסת - חסידי צאנז,,"1","52407269","0","0",211079.62472699999,623634.70909400005,"2014",2015-07
"65103964","0","223","20","5521",בית כנסת - אמונת ישראל,,"1","52684497","0","0",211061.52112700001,623280.12379400001,"2014",2015-07
"65103965","0","223","20","5521",בית כנסת - יד סוםר,,"1","52702945","0","0",211074.08882700000,623296.47621400002,"2014",2015-07
"65103966","0","223","20","5521",בית כנסת - דחסידי באבוב,,"1","52408581","0","0",211912.35002700001,623123.64889399998,"2014",2015-07
"54005817","0","223","20","5521",בית כנסת,Synagogue,"1","52237430","0","0",192955.10232700000,664648.70009399997,"0",
"54023278","0","223","20","5521",בית כנסת - רבי שמעון בר יוחא,Rabbi Shim'on Bar Yokhay Synagogue,"1","51941654","0","0",204633.43922700000,741635.48199400003,"0",
"54023279","0","223","20","5521",בית כנסת - מגדל שרגא,,"1","51861116","0","0",222387.62852699999,732230.74939400004,"0",
"54006104","0","223","20","5521",בית כנסת - בית אברהם סלונים,,"2","52558040","0","0",221184.62892700001,632539.11279399996,"0",
"54007140","0","223","20","5501",מקווה,Mikve (Ritual Bath),"2","52379872","0","0",186552.08712700001,665108.09929399996,"0",
"54007141","0","223","20","5521","בית כנסת - הרי""ף",,"1","52385741","0","0",185334.05572700000,665373.41219399997,"0",
"54023560","0","223","20","5521",בית כנסת - הפועל המזרחי,,"1","52279382","65417598","251",181999.92292700001,659200.00249400001,"0",
